district,localities,head,water_type,source,owned,rented,rentfree,total,pct
KASUR DISTRICT,Rural,Source Of Drinking Water,Outside,Canal / River / Pond,190,44,14,248,.06
KASUR DISTRICT,Rural,Source Of Drinking Water,Outside,Others,3047,242,697,3986,1.04
KASUR DISTRICT,Rural,Cooking Fuel Used,,Wood,300709,7894,21952,330555,86.63
KASUR DISTRICT,Rural,Cooking Fuel Used,,Gas,32393,2163,1972,36528,9.57
KASUR DISTRICT,Rural,Cooking Fuel Used,,Kerosene Oil,147,10,36,193,.05
KASUR DISTRICT,Rural,Cooking Fuel Used,,Others,12177,446,1670,14293,3.75
KASUR DISTRICT,Rural,Source Of Lighting,,Electricity,339004,10216,24024,373244,97.81999999999999
KASUR DISTRICT,Rural,Source Of Lighting,,Kerosene Oil,2636,110,430,3176,.83
KASUR DISTRICT,Rural,Source Of Lighting,,Gas Lamp,115,3,22,140,.04
KASUR DISTRICT,Rural,Source Of Lighting,,ÓThers,3671,184,1154,5009,1.31
KASUR DISTRICT,Rural,Source Of Lighting,,Total,345426,10513,25630,381569,100
KASUR DISTRICT,Rural,Source Of Lighting,,Percent,90.53,2.76,6.72,100,
KASUR DISTRICT,Urban,Source Of Drinking Water,Inside,Tap,36943,6250,1242,44435,32.05
KASUR DISTRICT,Urban,Source Of Drinking Water,Inside,Electric/Hand Pump,67134,9157,1627,77918,56.2
KASUR DISTRICT,Urban,Source Of Drinking Water,Inside,Protected Well,480,109,20,609,.44
KASUR DISTRICT,Urban,Source Of Drinking Water,Inside,Un-Protected Well,154,32,3,189,.14
KASUR DISTRICT,Urban,Source Of Drinking Water,Inside,Others,3224,621,251,4096,2.95
KASUR DISTRICT,Urban,Source Of Drinking Water,Outside,Tap,4429,969,253,5651,4.08
KASUR DISTRICT,Urban,Source Of Drinking Water,Outside,Electric / Hand Pump,1104,243,86,1433,1.03
KASUR DISTRICT,Urban,Source Of Drinking Water,Outside,Protected Well,5,1,5,11,.01
KASUR DISTRICT,Urban,Source Of Drinking Water,Outside,Un-Protected Well,5,,1,6,0
KASUR DISTRICT,Urban,Source Of Drinking Water,Outside,Spring,19,4,1,24,.02
KASUR DISTRICT,Urban,Source Of Drinking Water,Outside,Canal / River / Pond,6,2,10,18,.01
KASUR DISTRICT,Urban,Source Of Drinking Water,Outside,Others,3404,745,110,4259,3.07
KASUR DISTRICT,Urban,Cooking Fuel Used,,Wood,34663,5711,1366,41740,30.1
KASUR DISTRICT,Urban,Cooking Fuel Used,,Gas,77937,11428,1997,91362,65.89
KASUR DISTRICT,Urban,Cooking Fuel Used,,Kerosene Oil,156,49,8,213,.15
KASUR DISTRICT,Urban,Cooking Fuel Used,,Others,4151,945,238,5334,3.85
KASUR DISTRICT,Urban,Source Of Lighting,,Electricity,115811,17900,3404,137115,98.89
KASUR DISTRICT,Urban,Source Of Lighting,,Kerosene Oil,594,109,44,747,.54
KASUR DISTRICT,Urban,Source Of Lighting,,Gas Lamp,74,17,20,111,.08
KASUR DISTRICT,Urban,Source Of Lighting,,ÓThers,428,107,141,676,.49
KASUR DISTRICT,Urban,Source Of Lighting,,Total,116907,18133,3609,138649,100
KASUR DISTRICT,Urban,Source Of Lighting,,Percent,84.31999999999999,13.08,2.6,100,
KECH DISTRICT,All,Source Of Drinking Water,Inside,Tap,45816,1022,434,47272,34.49
KECH DISTRICT,All,Source Of Drinking Water,Inside,Electric/Hand Pump,14291,532,114,14937,10.9
KECH DISTRICT,All,Source Of Drinking Water,Inside,Protected Well,36412,400,284,37096,27.07
KECH DISTRICT,All,Source Of Drinking Water,Inside,Un-Protected Well,14335,224,105,14664,10.7
KECH DISTRICT,All,Source Of Drinking Water,Inside,Others,8370,123,119,8612,6.28
KECH DISTRICT,All,Source Of Drinking Water,Outside,Tap,927,20,2,949,.6899999999999999
KECH DISTRICT,All,Source Of Drinking Water,Outside,Electric / Hand Pump,1362,7,3,1372,1
KECH DISTRICT,All,Source Of Drinking Water,Outside,Protected Well,2070,7,23,2100,1.53
KECH DISTRICT,All,Source Of Drinking Water,Outside,Un-Protected Well,3017,10,5,3032,2.21
KECH DISTRICT,All,Source Of Drinking Water,Outside,Spring,2574,9,5,2588,1.89
KECH DISTRICT,All,Source Of Drinking Water,Outside,Canal / River / Pond,2213,12,14,2239,1.63
KECH DISTRICT,All,Source Of Drinking Water,Outside,Others,2164,20,7,2191,1.6
KECH DISTRICT,All,Cooking Fuel Used,,Wood,124407,1625,950,126982,92.65000000000001
KECH DISTRICT,All,Cooking Fuel Used,,Gas,6248,518,56,6822,4.98
KECH DISTRICT,All,Cooking Fuel Used,,Kerosene Oil,1680,159,61,1900,1.39
KECH DISTRICT,All,Cooking Fuel Used,,Others,1216,84,48,1348,.98
KECH DISTRICT,All,Source Of Lighting,,Electricity,107396,1561,775,109732,80.06999999999999
KECH DISTRICT,All,Source Of Lighting,,Kerosene Oil,15783,604,225,16612,12.12
KECH DISTRICT,All,Source Of Lighting,,Gas Lamp,1482,101,33,1616,1.18
KECH DISTRICT,All,Source Of Lighting,,ÓThers,8890,120,82,9092,6.63
KECH DISTRICT,All,Source Of Lighting,,Total,133551,2386,1115,137052,100
KECH DISTRICT,All,Source Of Lighting,,Percent,97.45,1.74,.8100000000000001,100,
KECH DISTRICT,Rural,Source Of Drinking Water,Inside,Tap,21663,340,157,22160,24.45
KECH DISTRICT,Rural,Source Of Drinking Water,Inside,Electric/Hand Pump,9708,401,73,10182,11.23
KECH DISTRICT,Rural,Source Of Drinking Water,Inside,Protected Well,25390,243,210,25843,28.51
KECH DISTRICT,Rural,Source Of Drinking Water,Inside,Un-Protected Well,11308,166,65,11539,12.73
KECH DISTRICT,Rural,Source Of Drinking Water,Inside,Others,7583,100,50,7733,8.529999999999999
KECH DISTRICT,Rural,Source Of Drinking Water,Outside,Tap,821,17,2,840,.93
KECH DISTRICT,Rural,Source Of Drinking Water,Outside,Electric / Hand Pump,1313,6,2,1321,1.46
KECH DISTRICT,Rural,Source Of Drinking Water,Outside,Protected Well,2006,5,23,2034,2.24
KECH DISTRICT,Rural,Source Of Drinking Water,Outside,Un-Protected Well,2790,8,2,2800,3.09
KECH DISTRICT,Rural,Source Of Drinking Water,Outside,Spring,2564,9,4,2577,2.84
KECH DISTRICT,Rural,Source Of Drinking Water,Outside,Canal / River / Pond,1703,11,13,1727,1.91
KECH DISTRICT,Rural,Source Of Drinking Water,Outside,Others,1874,11,4,1889,2.08
KECH DISTRICT,Rural,Cooking Fuel Used,,Wood,83500,736,470,84706,93.45
KECH DISTRICT,Rural,Cooking Fuel Used,,Gas,2802,364,40,3206,3.54
KECH DISTRICT,Rural,Cooking Fuel Used,,Kerosene Oil,1385,140,56,1581,1.74
KECH DISTRICT,Rural,Cooking Fuel Used,,Others,1036,77,39,1152,1.27
KECH DISTRICT,Rural,Source Of Lighting,,Electricity,63931,594,304,64829,71.52
KECH DISTRICT,Rural,Source Of Lighting,,Kerosene Oil,14894,527,208,15629,17.24
KECH DISTRICT,Rural,Source Of Lighting,,Gas Lamp,1277,87,22,1386,1.53
KECH DISTRICT,Rural,Source Of Lighting,,ÓThers,8621,109,71,8801,9.710000000000001
KECH DISTRICT,Rural,Source Of Lighting,,Total,88723,1317,605,90645,100
KECH DISTRICT,Rural,Source Of Lighting,,Percent,97.88,1.45,.67,100,
KECH DISTRICT,Urban,Source Of Drinking Water,Inside,Tap,24153,682,277,25112,54.11
KECH DISTRICT,Urban,Source Of Drinking Water,Inside,Electric/Hand Pump,4583,131,41,4755,10.25
KECH DISTRICT,Urban,Source Of Drinking Water,Inside,Protected Well,11022,157,74,11253,24.25
KECH DISTRICT,Urban,Source Of Drinking Water,Inside,Un-Protected Well,3027,58,40,3125,6.73
KECH DISTRICT,Urban,Source Of Drinking Water,Inside,Others,787,23,69,879,1.89
KECH DISTRICT,Urban,Source Of Drinking Water,Outside,Tap,106,3,,109,.23
KECH DISTRICT,Urban,Source Of Drinking Water,Outside,Electric / Hand Pump,49,1,1,51,.11
KECH DISTRICT,Urban,Source Of Drinking Water,Outside,Protected Well,64,2,,66,.14
KECH DISTRICT,Urban,Source Of Drinking Water,Outside,Un-Protected Well,227,2,3,232,.5
KECH DISTRICT,Urban,Source Of Drinking Water,Outside,Spring,10,,1,11,.02
KECH DISTRICT,Urban,Source Of Drinking Water,Outside,Canal / River / Pond,510,1,1,512,1.1
KECH DISTRICT,Urban,Source Of Drinking Water,Outside,Others,290,9,3,302,.65
KECH DISTRICT,Urban,Cooking Fuel Used,,Wood,40907,889,480,42276,91.09999999999999
KECH DISTRICT,Urban,Cooking Fuel Used,,Gas,3446,154,16,3616,7.79
KECH DISTRICT,Urban,Cooking Fuel Used,,Kerosene Oil,295,19,5,319,.6899999999999999
KECH DISTRICT,Urban,Cooking Fuel Used,,Others,180,7,9,196,.42
KECH DISTRICT,Urban,Source Of Lighting,,Electricity,43465,967,471,44903,96.76000000000001
KECH DISTRICT,Urban,Source Of Lighting,,Kerosene Oil,889,77,17,983,2.12
KECH DISTRICT,Urban,Source Of Lighting,,Gas Lamp,205,14,11,230,.5
KECH DISTRICT,Urban,Source Of Lighting,,ÓThers,269,11,11,291,.63
KECH DISTRICT,Urban,Source Of Lighting,,Total,44828,1069,510,46407,100
KECH DISTRICT,Urban,Source Of Lighting,,Percent,96.59999999999999,2.3,1.1,100,
KHAIRPUR DISTRICT,All,Source Of Drinking Water,Inside,Tap,144371,4665,6884,155920,38.43
KHAIRPUR DISTRICT,All,Source Of Drinking Water,Inside,Electric/Hand Pump,190725,6768,9155,206648,50.93
KHAIRPUR DISTRICT,All,Source Of Drinking Water,Inside,Protected Well,967,30,45,1042,.26
KHAIRPUR DISTRICT,All,Source Of Drinking Water,Inside,Un-Protected Well,1883,22,142,2047,.5
KHAIRPUR DISTRICT,All,Source Of Drinking Water,Inside,Others,11340,171,1353,12864,3.17
KHAIRPUR DISTRICT,All,Source Of Drinking Water,Outside,Tap,5603,58,507,6168,1.52
KHAIRPUR DISTRICT,All,Source Of Drinking Water,Outside,Electric / Hand Pump,11015,65,810,11890,2.93
KHAIRPUR DISTRICT,All,Source Of Drinking Water,Outside,Protected Well,1839,9,2,1850,.46
KHAIRPUR DISTRICT,All,Source Of Drinking Water,Outside,Un-Protected Well,1179,4,61,1244,.31
KHAIRPUR DISTRICT,All,Source Of Drinking Water,Outside,Spring,253,5,102,360,.09
KHAIRPUR DISTRICT,All,Source Of Drinking Water,Outside,Canal / River / Pond,1227,137,287,1651,.41
KHAIRPUR DISTRICT,All,Source Of Drinking Water,Outside,Others,3566,78,398,4042,1
KHAIRPUR DISTRICT,All,Cooking Fuel Used,,Wood,276587,3871,16563,297021,73.20999999999999
KHAIRPUR DISTRICT,All,Cooking Fuel Used,,Gas,90755,7812,2391,100958,24.88
KHAIRPUR DISTRICT,All,Cooking Fuel Used,,Kerosene Oil,1113,80,87,1280,.32
KHAIRPUR DISTRICT,All,Cooking Fuel Used,,Others,5513,249,705,6467,1.59
KHAIRPUR DISTRICT,All,Source Of Lighting,,Electricity,290043,10706,10610,311359,76.73999999999999
KHAIRPUR DISTRICT,All,Source Of Lighting,,Kerosene Oil,23997,491,2737,27225,6.71
KHAIRPUR DISTRICT,All,Source Of Lighting,,Gas Lamp,868,20,84,972,.24
KHAIRPUR DISTRICT,All,Source Of Lighting,,ÓThers,59060,795,6315,66170,16.31
KHAIRPUR DISTRICT,All,Source Of Lighting,,Total,373968,12012,19746,405726,100
KHAIRPUR DISTRICT,All,Source Of Lighting,,Percent,92.17,2.96,4.87,100,
KHAIRPUR DISTRICT,Rural,Source Of Drinking Water,Inside,Tap,95973,650,4293,100916,36.64
KHAIRPUR DISTRICT,Rural,Source Of Drinking Water,Inside,Electric/Hand Pump,131534,1318,5960,138812,50.4
KHAIRPUR DISTRICT,Rural,Source Of Drinking Water,Inside,Protected Well,717,8,32,757,.27
KHAIRPUR DISTRICT,Rural,Source Of Drinking Water,Inside,Un-Protected Well,1569,4,116,1689,.61
KHAIRPUR DISTRICT,Rural,Source Of Drinking Water,Inside,Others,9634,93,992,10719,3.89
KHAIRPUR DISTRICT,Rural,Source Of Drinking Water,Outside,Tap,4794,21,347,5162,1.87
KHAIRPUR DISTRICT,Rural,Source Of Drinking Water,Outside,Electric / Hand Pump,8917,33,687,9637,3.5
KHAIRPUR DISTRICT,Rural,Source Of Drinking Water,Outside,Protected Well,1834,9,2,1845,.67
KHAIRPUR DISTRICT,Rural,Source Of Drinking Water,Outside,Un-Protected Well,1163,4,59,1226,.45
KHAIRPUR DISTRICT,Rural,Source Of Drinking Water,Outside,Spring,244,3,102,349,.13
KHAIRPUR DISTRICT,Rural,Source Of Drinking Water,Outside,Canal / River / Pond,1161,133,237,1531,.5600000000000001
KHAIRPUR DISTRICT,Rural,Source Of Drinking Water,Outside,Others,2459,25,269,2753,1
KHAIRPUR DISTRICT,Rural,Cooking Fuel Used,,Wood,219667,1440,11972,233079,84.63
KHAIRPUR DISTRICT,Rural,Cooking Fuel Used,,Gas,36086,777,683,37546,13.63
KHAIRPUR DISTRICT,Rural,Cooking Fuel Used,,Kerosene Oil,740,11,51,802,.29
KHAIRPUR DISTRICT,Rural,Cooking Fuel Used,,Others,3506,73,390,3969,1.44
KHAIRPUR DISTRICT,Rural,Source Of Lighting,,Electricity,187878,1487,5707,195072,70.83
KHAIRPUR DISTRICT,Rural,Source Of Lighting,,Kerosene Oil,20488,328,2177,22993,8.35
KHAIRPUR DISTRICT,Rural,Source Of Lighting,,Gas Lamp,618,4,44,666,.24
KHAIRPUR DISTRICT,Rural,Source Of Lighting,,ÓThers,51015,482,5168,56665,20.58
KHAIRPUR DISTRICT,Rural,Source Of Lighting,,Total,259999,2301,13096,275396,100
KHAIRPUR DISTRICT,Rural,Source Of Lighting,,Percent,94.41,.84,4.76,100,
KHAIRPUR DISTRICT,Urban,Source Of Drinking Water,Inside,Tap,48398,4015,2591,55004,42.2
KHAIRPUR DISTRICT,Urban,Source Of Drinking Water,Inside,Electric/Hand Pump,59191,5450,3195,67836,52.05
KHAIRPUR DISTRICT,Urban,Source Of Drinking Water,Inside,Protected Well,250,22,13,285,.22
KHAIRPUR DISTRICT,Urban,Source Of Drinking Water,Inside,Un-Protected Well,314,18,26,358,.27
KHAIRPUR DISTRICT,Urban,Source Of Drinking Water,Inside,Others,1706,78,361,2145,1.65
KHAIRPUR DISTRICT,Urban,Source Of Drinking Water,Outside,Tap,809,37,160,1006,.77
KHAIRPUR DISTRICT,Urban,Source Of Drinking Water,Outside,Electric / Hand Pump,2098,32,123,2253,1.73
KHAIRPUR DISTRICT,Urban,Source Of Drinking Water,Outside,Protected Well,5,,,5,0
KHAIRPUR DISTRICT,Urban,Source Of Drinking Water,Outside,Un-Protected Well,16,,2,18,.01
KHAIRPUR DISTRICT,Urban,Source Of Drinking Water,Outside,Spring,9,2,,11,.01
KHAIRPUR DISTRICT,Urban,Source Of Drinking Water,Outside,Canal / River / Pond,66,4,50,120,.09
KHAIRPUR DISTRICT,Urban,Source Of Drinking Water,Outside,Others,1107,53,129,1289,.99
KHAIRPUR DISTRICT,Urban,Cooking Fuel Used,,Wood,56920,2431,4591,63942,49.06
KHAIRPUR DISTRICT,Urban,Cooking Fuel Used,,Gas,54669,7035,1708,63412,48.65
KHAIRPUR DISTRICT,Urban,Cooking Fuel Used,,Kerosene Oil,373,69,36,478,.37
KHAIRPUR DISTRICT,Urban,Cooking Fuel Used,,Others,2007,176,315,2498,1.92
KHAIRPUR DISTRICT,Urban,Source Of Lighting,,Electricity,102165,9219,4903,116287,89.23
KHAIRPUR DISTRICT,Urban,Source Of Lighting,,Kerosene Oil,3509,163,560,4232,3.25
KHAIRPUR DISTRICT,Urban,Source Of Lighting,,Gas Lamp,250,16,40,306,.23
KHAIRPUR DISTRICT,Urban,Source Of Lighting,,ÓThers,8045,313,1147,9505,7.29
KHAIRPUR DISTRICT,Urban,Source Of Lighting,,Total,113969,9711,6650,130330,100
KHAIRPUR DISTRICT,Urban,Source Of Lighting,,Percent,87.45,7.45,5.1,100,
KHANEWAL DISTRICT,All,Source Of Drinking Water,Inside,Tap,61024,1817,9894,72735,15.61
KHANEWAL DISTRICT,All,Source Of Drinking Water,Inside,Electric/Hand Pump,340168,14784,17756,372708,79.97
KHANEWAL DISTRICT,All,Source Of Drinking Water,Inside,Protected Well,387,21,46,454,.1
KHANEWAL DISTRICT,All,Source Of Drinking Water,Inside,Un-Protected Well,257,8,33,298,.06
KHANEWAL DISTRICT,All,Source Of Drinking Water,Inside,Others,5430,314,1698,7442,1.6
KHANEWAL DISTRICT,All,Source Of Drinking Water,Outside,Tap,1879,242,634,2755,.59
KHANEWAL DISTRICT,All,Source Of Drinking Water,Outside,Electric / Hand Pump,3372,295,1103,4770,1.02
KHANEWAL DISTRICT,All,Source Of Drinking Water,Outside,Protected Well,18,2,13,33,.01
KHANEWAL DISTRICT,All,Source Of Drinking Water,Outside,Un-Protected Well,12,,,12,
KHANEWAL DISTRICT,All,Source Of Drinking Water,Outside,Spring,14,2,3,19,
KHANEWAL DISTRICT,All,Source Of Drinking Water,Outside,Canal / River / Pond,62,3,25,90,.02
KHANEWAL DISTRICT,All,Source Of Drinking Water,Outside,Others,3714,345,662,4721,1.01
KHANEWAL DISTRICT,All,Cooking Fuel Used,,Wood,320731,6247,28202,355180,76.20999999999999
KHANEWAL DISTRICT,All,Cooking Fuel Used,,Gas,91630,11109,2910,105649,22.67
KHANEWAL DISTRICT,All,Cooking Fuel Used,,Kerosene Oil,350,24,58,432,.09
KHANEWAL DISTRICT,All,Cooking Fuel Used,,Others,3626,453,697,4776,1.02
KHANEWAL DISTRICT,All,Source Of Lighting,,Electricity,394347,17302,25196,436845,93.73999999999999
KHANEWAL DISTRICT,All,Source Of Lighting,,Kerosene Oil,11692,290,3311,15293,3.28
KHANEWAL DISTRICT,All,Source Of Lighting,,Gas Lamp,278,8,75,361,.08
KHANEWAL DISTRICT,All,Source Of Lighting,,ÓThers,10020,233,3285,13538,2.9
KHANEWAL DISTRICT,All,Source Of Lighting,,Total,416337,17833,31867,466037,100
KHANEWAL DISTRICT,All,Source Of Lighting,,Percent,89.34,3.83,6.84,100,
KHANEWAL DISTRICT,Rural,Source Of Drinking Water,Inside,Tap,55014,705,9230,64949,17.48
KHANEWAL DISTRICT,Rural,Source Of Drinking Water,Inside,Electric/Hand Pump,269556,4301,15691,289548,77.91
KHANEWAL DISTRICT,Rural,Source Of Drinking Water,Inside,Protected Well,324,6,43,373,.1
KHANEWAL DISTRICT,Rural,Source Of Drinking Water,Inside,Un-Protected Well,213,4,32,249,.07
KHANEWAL DISTRICT,Rural,Source Of Drinking Water,Inside,Others,4858,190,1475,6523,1.76
KHANEWAL DISTRICT,Rural,Source Of Drinking Water,Outside,Tap,1629,48,549,2226,.6
KHANEWAL DISTRICT,Rural,Source Of Drinking Water,Outside,Electric / Hand Pump,3080,159,1025,4264,1.15
KHANEWAL DISTRICT,Rural,Source Of Drinking Water,Outside,Protected Well,16,1,7,24,.01
KHANEWAL DISTRICT,Rural,Source Of Drinking Water,Outside,Un-Protected Well,11,,,11,
KHANEWAL DISTRICT,Rural,Source Of Drinking Water,Outside,Spring,11,,3,14,
KHANEWAL DISTRICT,Rural,Source Of Drinking Water,Outside,Canal / River / Pond,62,3,25,90,.02
KHANEWAL DISTRICT,Rural,Source Of Drinking Water,Outside,Others,2733,77,541,3351,.9
KHANEWAL DISTRICT,Rural,Cooking Fuel Used,,Wood,298625,3667,26673,328965,88.52
KHANEWAL DISTRICT,Rural,Cooking Fuel Used,,Gas,36448,1750,1420,39618,10.66
KHANEWAL DISTRICT,Rural,Cooking Fuel Used,,Kerosene Oil,252,11,42,305,.08
KHANEWAL DISTRICT,Rural,Cooking Fuel Used,,Others,2182,66,486,2734,.74
KHANEWAL DISTRICT,Rural,Source Of Lighting,,Electricity,316754,5102,22290,344146,92.61
KHANEWAL DISTRICT,Rural,Source Of Lighting,,Kerosene Oil,11195,211,3221,14627,3.94
KHANEWAL DISTRICT,Rural,Source Of Lighting,,Gas Lamp,259,6,72,337,.09
KHANEWAL DISTRICT,Rural,Source Of Lighting,,ÓThers,9299,175,3038,12512,3.37
KHANEWAL DISTRICT,Rural,Source Of Lighting,,Total,337507,5494,28621,371622,100
KHANEWAL DISTRICT,Rural,Source Of Lighting,,Percent,90.81999999999999,1.48,7.7,100,
KHANEWAL DISTRICT,Urban,Source Of Drinking Water,Inside,Tap,6010,1112,664,7786,8.25
KHANEWAL DISTRICT,Urban,Source Of Drinking Water,Inside,Electric/Hand Pump,70612,10483,2065,83160,88.08
KHANEWAL DISTRICT,Urban,Source Of Drinking Water,Inside,Protected Well,63,15,3,81,.09
KHANEWAL DISTRICT,Urban,Source Of Drinking Water,Inside,Un-Protected Well,44,4,1,49,.05
KHANEWAL DISTRICT,Urban,Source Of Drinking Water,Inside,Others,572,124,223,919,.97
KHANEWAL DISTRICT,Urban,Source Of Drinking Water,Outside,Tap,250,194,85,529,.5600000000000001
KHANEWAL DISTRICT,Urban,Source Of Drinking Water,Outside,Electric / Hand Pump,292,136,78,506,.54
KHANEWAL DISTRICT,Urban,Source Of Drinking Water,Outside,Protected Well,2,1,6,9,.01
KHANEWAL DISTRICT,Urban,Source Of Drinking Water,Outside,Un-Protected Well,1,,,1,
KHANEWAL DISTRICT,Urban,Source Of Drinking Water,Outside,Spring,3,2,,5,.01
KHANEWAL DISTRICT,Urban,Source Of Drinking Water,Outside,Canal / River / Pond,,,,,
KHANEWAL DISTRICT,Urban,Source Of Drinking Water,Outside,Others,981,268,121,1370,1.45
KHANEWAL DISTRICT,Urban,Cooking Fuel Used,,Wood,22106,2580,1529,26215,27.77
KHANEWAL DISTRICT,Urban,Cooking Fuel Used,,Gas,55182,9359,1490,66031,69.94
KHANEWAL DISTRICT,Urban,Cooking Fuel Used,,Kerosene Oil,98,13,16,127,.13
KHANEWAL DISTRICT,Urban,Cooking Fuel Used,,Others,1444,387,211,2042,2.16
KHANEWAL DISTRICT,Urban,Source Of Lighting,,Electricity,77593,12200,2906,92699,98.18000000000001
KHANEWAL DISTRICT,Urban,Source Of Lighting,,Kerosene Oil,497,79,90,666,.71
KHANEWAL DISTRICT,Urban,Source Of Lighting,,Gas Lamp,19,2,3,24,.03
KHANEWAL DISTRICT,Urban,Source Of Lighting,,ÓThers,721,58,247,1026,1.09
KHANEWAL DISTRICT,Urban,Source Of Lighting,,Total,78830,12339,3246,94415,100
KHANEWAL DISTRICT,Urban,Source Of Lighting,,Percent,83.48999999999999,13.07,3.44,100,
KHARAN DISTRICT,All,Source Of Drinking Water,Inside,Tap,8765,160,239,9164,37.54
KHARAN DISTRICT,All,Source Of Drinking Water,Inside,Electric/Hand Pump,499,9,31,539,2.21
KHARAN DISTRICT,All,Source Of Drinking Water,Inside,Protected Well,297,1,20,318,1.3
KHARAN DISTRICT,All,Source Of Drinking Water,Inside,Un-Protected Well,350,3,5,358,1.47
KHARAN DISTRICT,All,Source Of Drinking Water,Inside,Others,1394,14,86,1494,6.12
KHARAN DISTRICT,All,Source Of Drinking Water,Outside,Tap,1789,4,45,1838,7.53
KHARAN DISTRICT,All,Source Of Drinking Water,Outside,Electric / Hand Pump,1006,6,114,1126,4.61
KHARAN DISTRICT,All,Source Of Drinking Water,Outside,Protected Well,1040,1,12,1053,4.31
KHARAN DISTRICT,All,Source Of Drinking Water,Outside,Un-Protected Well,1276,3,7,1286,5.27
KHARAN DISTRICT,All,Source Of Drinking Water,Outside,Spring,1439,1,7,1447,5.93
KHARAN DISTRICT,All,Source Of Drinking Water,Outside,Canal / River / Pond,3828,2,369,4199,17.2
KHARAN DISTRICT,All,Source Of Drinking Water,Outside,Others,1437,9,145,1591,6.52
KHARAN DISTRICT,All,Cooking Fuel Used,,Wood,22635,207,1067,23909,97.94
KHARAN DISTRICT,All,Cooking Fuel Used,,Gas,158,6,7,171,.7
KHARAN DISTRICT,All,Cooking Fuel Used,,Kerosene Oil,47,,1,48,.2
KHARAN DISTRICT,All,Cooking Fuel Used,,Others,280,,5,285,1.17
KHARAN DISTRICT,All,Source Of Lighting,,Electricity,15165,190,501,15856,64.95
KHARAN DISTRICT,All,Source Of Lighting,,Kerosene Oil,4582,17,169,4768,19.53
KHARAN DISTRICT,All,Source Of Lighting,,Gas Lamp,14,,2,16,.07
KHARAN DISTRICT,All,Source Of Lighting,,ÓThers,3359,6,408,3773,15.45
KHARAN DISTRICT,All,Source Of Lighting,,Total,23120,213,1080,24413,100
KHARAN DISTRICT,All,Source Of Lighting,,Percent,94.7,.87,4.42,100,
KHARAN DISTRICT,Rural,Source Of Drinking Water,Inside,Tap,3543,5,92,3640,20.01
KHARAN DISTRICT,Rural,Source Of Drinking Water,Inside,Electric/Hand Pump,450,3,29,482,2.65
KHARAN DISTRICT,Rural,Source Of Drinking Water,Inside,Protected Well,279,1,17,297,1.63
KHARAN DISTRICT,Rural,Source Of Drinking Water,Inside,Un-Protected Well,334,1,4,339,1.86
KHARAN DISTRICT,Rural,Source Of Drinking Water,Inside,Others,1223,5,82,1310,7.2
KHARAN DISTRICT,Rural,Source Of Drinking Water,Outside,Tap,1655,2,42,1699,9.34
KHARAN DISTRICT,Rural,Source Of Drinking Water,Outside,Electric / Hand Pump,969,4,107,1080,5.94
KHARAN DISTRICT,Rural,Source Of Drinking Water,Outside,Protected Well,1007,1,12,1020,5.61
KHARAN DISTRICT,Rural,Source Of Drinking Water,Outside,Un-Protected Well,1274,3,7,1284,7.06
KHARAN DISTRICT,Rural,Source Of Drinking Water,Outside,Spring,1439,1,7,1447,7.96
KHARAN DISTRICT,Rural,Source Of Drinking Water,Outside,Canal / River / Pond,3828,2,366,4196,23.07
KHARAN DISTRICT,Rural,Source Of Drinking Water,Outside,Others,1255,4,134,1393,7.66
KHARAN DISTRICT,Rural,Cooking Fuel Used,,Wood,16879,29,892,17800,97.87
KHARAN DISTRICT,Rural,Cooking Fuel Used,,Gas,80,3,2,85,.47
KHARAN DISTRICT,Rural,Cooking Fuel Used,,Kerosene Oil,34,,1,35,.19
KHARAN DISTRICT,Rural,Cooking Fuel Used,,Others,263,,4,267,1.47
KHARAN DISTRICT,Rural,Source Of Lighting,,Electricity,9485,17,334,9836,54.08
KHARAN DISTRICT,Rural,Source Of Lighting,,Kerosene Oil,4435,10,159,4604,25.31
KHARAN DISTRICT,Rural,Source Of Lighting,,Gas Lamp,12,,2,14,.08
KHARAN DISTRICT,Rural,Source Of Lighting,,ÓThers,3324,5,404,3733,20.53
KHARAN DISTRICT,Rural,Source Of Lighting,,Total,17256,32,899,18187,100
KHARAN DISTRICT,Rural,Source Of Lighting,,Percent,94.88,.18,4.94,100,
KHARAN DISTRICT,Urban,Source Of Drinking Water,Inside,Tap,5222,155,147,5524,88.72
KHARAN DISTRICT,Urban,Source Of Drinking Water,Inside,Electric/Hand Pump,49,6,2,57,.92
KHARAN DISTRICT,Urban,Source Of Drinking Water,Inside,Protected Well,18,,3,21,.34
KHARAN DISTRICT,Urban,Source Of Drinking Water,Inside,Un-Protected Well,16,2,1,19,.31
KHARAN DISTRICT,Urban,Source Of Drinking Water,Inside,Others,171,9,4,184,2.96
KHARAN DISTRICT,Urban,Source Of Drinking Water,Outside,Tap,134,2,3,139,2.23
KHARAN DISTRICT,Urban,Source Of Drinking Water,Outside,Electric / Hand Pump,37,2,7,46,.74
KHARAN DISTRICT,Urban,Source Of Drinking Water,Outside,Protected Well,33,,,33,.53
KHARAN DISTRICT,Urban,Source Of Drinking Water,Outside,Un-Protected Well,2,,,2,.03
KHARAN DISTRICT,Urban,Source Of Drinking Water,Outside,Spring,,,,,
KHARAN DISTRICT,Urban,Source Of Drinking Water,Outside,Canal / River / Pond,,,3,3,.05
